user_id,cycle_num,day_in_cycle,phase,sport,duration_min,intensity_target,avg_hr_bpm,rpe,recovery_hours,temp_c,age,fitness_level
1,1,7,follicular,walking,18,4,115,4.3,6,21.1,46,advanced
1,1,11,follicular,yoga,33,5,114,5.2,30,7.7,46,advanced
1,1,20,luteal,walking,38,4,119,4.5,26,19.7,46,advanced
1,2,1,menstruation,strength,46,8,133,8.9,53,23.7,46,advanced
1,2,23,luteal,yoga,40,7,136,7.3,35,21.2,46,advanced
1,2,13,follicular,yoga,43,3,102,3.7,22,13.7,46,advanced
1,2,6,follicular,cycling,57,5,116,4.4,34,18.3,46,advanced
1,2,11,follicular,yoga,18,4,118,3.6,6,17.1,46,advanced
1,1,26,luteal,walking,27,4,117,4.5,10,8.6,46,advanced
1,2,10,follicular,yoga,35,6,116,6.1,27,14.9,46,advanced
1,1,4,menstruation,strength,42,7,143,7.9,33,16.7,46,advanced
1,1,9,follicular,running,58,5,122,4.6,28,23.1,46,advanced
1,0,28,luteal,running,58,7,138,7.8,62,8.8,46,advanced
1,1,16,ovulation,walking,35,7,128,7.0,29,9.6,46,advanced
2,0,12,follicular,running,49,6,137,4.9,41,11.9,34,intermediate
2,0,1,menstruation,walking,70,3,120,4.0,29,13.5,34,intermediate
2,2,22,luteal,hiit,56,6,146,7.5,44,14.2,34,intermediate
2,1,1,menstruation,yoga,37,6,146,7.9,33,12.7,34,intermediate
2,2,23,luteal,yoga,49,6,143,7.3,38,6.3,34,intermediate
2,2,4,menstruation,strength,49,5,136,5.9,36,18.5,34,intermediate
2,0,15,ovulation,running,19,6,129,6.1,21,25.1,34,intermediate
2,1,2,menstruation,running,37,6,131,7.3,29,25.0,34,intermediate
2,2,24,luteal,running,77,5,137,6.3,50,0.9,34,intermediate
2,2,7,follicular,yoga,23,7,142,6.5,23,1.2,34,intermediate
2,1,14,ovulation,hiit,15,6,136,5.6,12,11.5,34,intermediate
2,0,24,luteal,yoga,38,6,141,6.3,31,21.0,34,intermediate
2,0,26,luteal,hiit,50,4,134,3.6,27,28.1,34,intermediate
2,0,22,luteal,strength,46,6,149,6.6,44,10.9,34,intermediate
2,0,14,ovulation,hiit,31,7,142,6.4,23,21.6,34,intermediate
2,2,16,ovulation,running,34,8,145,8.1,38,25.0,34,intermediate
2,0,28,luteal,yoga,44,6,149,6.4,32,10.4,34,intermediate
2,1,21,luteal,strength,84,3,132,3.1,35,20.7,34,intermediate
2,0,2,menstruation,yoga,55,8,150,8.8,64,11.5,34,intermediate
2,2,10,follicular,cycling,60,8,147,8.3,52,15.5,34,intermediate
3,2,9,follicular,yoga,23,6,144,6.2,19,4.7,29,beginner
3,2,25,luteal,running,70,4,147,4.3,34,16.1,29,beginner
3,0,10,follicular,cycling,55,7,149,6.7,49,4.2,29,beginner
3,2,6,follicular,strength,41,4,132,4.5,15,23.8,29,beginner
3,1,7,follicular,cycling,27,8,165,7.9,24,18.0,29,beginner
3,2,22,luteal,cycling,60,6,153,7.5,49,7.0,29,beginner
3,2,27,luteal,hiit,43,6,157,6.6,45,21.0,29,beginner
3,2,2,menstruation,walking,15,5,141,6.6,14,22.4,29,beginner
3,2,11,follicular,hiit,61,8,165,8.6,58,19.1,29,beginner
3,0,7,follicular,cycling,25,6,147,5.4,15,18.0,29,beginner
3,1,22,luteal,yoga,56,5,146,6.6,31,5.7,29,beginner
3,0,26,luteal,running,34,5,149,6.0,21,11.9,29,beginner
3,1,26,luteal,cycling,36,4,141,4.6,20,8.5,29,beginner
3,0,13,follicular,running,70,7,146,7.1,59,0.0,29,beginner
3,0,9,follicular,yoga,28,8,159,8.8,30,23.4,29,beginner
3,1,9,follicular,hiit,62,3,123,3.5,23,18.2,29,beginner
3,0,5,menstruation,cycling,60,8,162,9.6,72,9.6,29,beginner
3,2,10,follicular,yoga,44,4,131,3.7,22,9.0,29,beginner
3,0,18,luteal,cycling,51,8,164,9.5,50,14.9,29,beginner
3,1,8,follicular,yoga,43,4,138,4.4,18,15.0,29,beginner
4,2,25,luteal,walking,57,5,152,5.1,35,9.8,22,intermediate
4,2,8,follicular,strength,60,7,155,7.4,49,2.3,22,intermediate
4,0,20,luteal,hiit,69,5,149,4.9,43,-0.7,22,intermediate
4,1,10,follicular,cycling,53,5,131,4.2,33,6.6,22,intermediate
4,2,11,follicular,strength,36,6,149,6.4,26,11.4,22,intermediate
4,1,20,luteal,walking,58,4,140,5.4,30,27.0,22,intermediate
4,2,13,follicular,hiit,47,6,145,7.1,32,10.4,22,intermediate
4,1,8,follicular,strength,35,3,123,2.9,18,10.3,22,intermediate
4,2,15,ovulation,running,50,7,152,6.4,40,21.4,22,intermediate
4,0,6,follicular,walking,72,5,138,5.8,45,8.8,22,intermediate
4,0,21,luteal,walking,47,4,142,4.7,31,2.5,22,intermediate
4,1,27,luteal,yoga,37,6,154,6.6,33,17.9,22,intermediate
4,2,4,menstruation,walking,61,7,161,8.1,60,10.8,22,intermediate
4,0,15,ovulation,strength,75,3,117,2.0,33,18.5,22,intermediate
4,2,5,menstruation,walking,19,7,154,7.5,27,26.7,22,intermediate
4,1,2,menstruation,yoga,28,5,143,4.8,13,-6.3,22,intermediate
4,0,5,menstruation,strength,41,6,158,6.7,34,1.2,22,intermediate
4,1,21,luteal,strength,28,8,168,8.7,27,21.7,22,intermediate
4,0,17,luteal,hiit,62,3,137,4.3,29,16.1,22,intermediate
4,0,27,luteal,cycling,17,4,140,5.1,6,14.1,22,intermediate
5,2,27,luteal,walking,36,5,139,4.5,22,13.5,37,intermediate
5,0,11,follicular,strength,57,6,142,6.7,35,12.9,37,intermediate
5,1,1,menstruation,yoga,51,7,136,7.7,57,17.1,37,intermediate
5,2,14,ovulation,hiit,50,6,132,6.1,37,6.6,37,intermediate
5,0,25,luteal,cycling,27,3,128,3.7,12,14.4,37,intermediate
5,1,8,follicular,hiit,31,6,129,5.5,22,26.1,37,intermediate
5,0,24,luteal,running,15,4,133,5.0,6,20.7,37,intermediate
5,0,23,luteal,walking,38,7,153,7.5,43,11.5,37,intermediate
5,1,5,menstruation,yoga,50,6,137,6.7,47,15.4,37,intermediate
5,1,22,luteal,yoga,38,6,149,7.1,19,22.9,37,intermediate
5,1,16,ovulation,walking,38,6,140,5.6,28,12.1,37,intermediate
5,0,21,luteal,strength,41,3,128,2.9,12,19.3,37,intermediate
5,0,18,luteal,running,24,8,152,8.1,21,15.7,37,intermediate
5,0,13,follicular,cycling,35,6,126,5.9,21,17.9,37,intermediate
5,2,2,menstruation,walking,37,4,126,4.9,21,36.2,37,intermediate
5,2,24,luteal,yoga,54,5,138,5.3,33,10.4,37,intermediate
5,1,27,luteal,walking,56,8,152,8.5,58,22.3,37,intermediate
5,1,15,ovulation,yoga,40,3,120,3.0,12,17.5,37,intermediate
5,0,14,ovulation,running,58,5,122,5.0,24,22.6,37,intermediate
5,1,21,luteal,cycling,40,7,147,7.8,38,22.1,37,intermediate
6,0,1,menstruation,strength,82,3,136,3.7,34,15.7,18,intermediate
6,0,14,ovulation,hiit,39,5,140,3.7,18,15.8,18,intermediate
6,1,5,menstruation,walking,39,5,155,6.2,24,8.5,18,intermediate
6,1,24,luteal,hiit,42,7,165,7.8,37,16.5,18,intermediate
6,1,2,menstruation,running,28,7,162,8.6,27,37.2,18,intermediate
6,2,17,luteal,running,15,3,141,3.6,6,21.7,18,intermediate
6,1,14,ovulation,yoga,62,7,148,6.5,46,9.2,18,intermediate
6,2,21,luteal,yoga,42,8,170,8.8,41,23.2,18,intermediate
6,0,21,luteal,running,44,4,146,4.9,21,20.7,18,intermediate
6,1,18,luteal,cycling,15,7,164,7.2,14,-0.4,18,intermediate
6,1,25,luteal,walking,52,7,160,7.7,46,19.5,18,intermediate
6,2,8,follicular,walking,49,8,170,7.4,38,28.2,18,intermediate
6,0,18,luteal,strength,44,6,154,6.7,34,15.5,18,intermediate
6,2,15,ovulation,running,64,5,141,5.2,42,13.1,18,intermediate
6,1,17,luteal,yoga,70,7,168,8.3,62,20.9,18,intermediate
6,1,11,follicular,cycling,66,4,135,3.4,30,10.5,18,intermediate
6,1,27,luteal,running,41,8,176,9.1,49,6.6,18,intermediate
6,0,10,follicular,yoga,48,6,138,6.2,31,23.3,18,intermediate
6,0,24,luteal,running,66,7,161,6.6,57,15.0,18,intermediate
6,1,15,ovulation,walking,19,8,163,7.5,13,7.5,18,intermediate
7,2,10,follicular,cycling,95,7,149,6.5,72,15.8,22,beginner
7,1,13,follicular,running,79,4,148,4.1,39,16.8,22,beginner
7,1,25,luteal,hiit,55,4,161,4.3,26,22.5,22,beginner
7,0,21,luteal,running,38,5,155,5.4,28,14.6,22,beginner
7,1,3,menstruation,cycling,61,6,158,6.8,51,21.7,22,beginner
7,1,27,luteal,strength,33,7,168,7.9,32,31.5,22,beginner
7,2,7,follicular,yoga,37,7,161,7.0,27,12.0,22,beginner
7,0,13,follicular,cycling,64,4,139,4.0,34,16.1,22,beginner
7,1,5,menstruation,walking,52,4,150,4.9,28,14.5,22,beginner
7,0,18,luteal,strength,25,5,158,5.8,19,21.2,22,beginner
7,0,12,follicular,cycling,51,5,143,4.9,23,19.0,22,beginner
7,0,16,ovulation,strength,41,7,160,7.0,29,22.2,22,beginner
7,1,24,luteal,cycling,34,3,148,3.5,16,11.9,22,beginner
7,0,3,menstruation,walking,55,5,153,6.2,40,18.0,22,beginner
7,0,19,luteal,strength,62,4,148,5.0,30,0.9,22,beginner
7,0,14,ovulation,walking,45,4,138,4.0,23,9.0,22,beginner
7,2,8,follicular,hiit,53,3,135,3.1,15,14.2,22,beginner
7,2,6,follicular,cycling,24,7,160,7.0,24,22.6,22,beginner
7,0,23,luteal,cycling,37,4,156,4.7,19,22.6,22,beginner
7,0,28,luteal,walking,48,3,146,3.7,17,7.1,22,beginner
8,0,13,follicular,cycling,54,8,152,9.5,49,14.7,30,intermediate
8,1,6,follicular,strength,47,8,150,7.9,48,11.6,30,intermediate
8,1,2,menstruation,cycling,45,6,142,7.1,33,6.8,30,intermediate
8,2,21,luteal,yoga,45,5,140,6.2,30,10.4,30,intermediate
8,1,17,luteal,strength,60,8,156,9.0,62,9.2,30,intermediate
8,2,3,menstruation,strength,81,7,150,8.4,72,11.1,30,intermediate
8,2,23,luteal,walking,85,8,169,9.2,72,16.6,30,intermediate
8,0,2,menstruation,strength,58,5,137,5.3,46,11.6,30,intermediate
8,1,25,luteal,strength,64,6,147,7.1,53,14.5,30,intermediate
8,0,4,menstruation,running,40,4,130,5.8,19,27.6,30,intermediate
8,2,28,luteal,strength,49,3,130,3.5,19,14.4,30,intermediate
8,0,25,luteal,running,57,3,127,4.0,19,2.0,30,intermediate
8,1,23,luteal,hiit,29,8,153,8.9,29,13.8,30,intermediate
8,0,17,luteal,running,27,4,133,4.5,10,19.6,30,intermediate
8,1,20,luteal,yoga,44,6,156,7.0,39,14.4,30,intermediate
8,1,5,menstruation,hiit,62,3,125,4.0,29,22.0,30,intermediate
8,0,20,luteal,strength,60,3,142,4.5,36,11.6,30,intermediate
8,1,27,luteal,walking,68,4,141,4.8,36,26.9,30,intermediate
8,0,24,luteal,yoga,41,7,159,7.9,40,14.0,30,intermediate
8,1,28,luteal,running,27,3,131,3.8,8,13.6,30,intermediate
9,1,1,menstruation,running,67,3,117,3.5,24,14.3,42,beginner
9,2,9,follicular,cycling,38,5,127,5.2,14,12.5,42,beginner
9,1,5,menstruation,hiit,58,4,130,5.2,31,19.0,42,beginner
9,2,2,menstruation,yoga,41,4,129,5.3,18,3.8,42,beginner
9,1,4,menstruation,hiit,55,7,145,8.2,55,12.9,42,beginner
9,1,14,ovulation,walking,24,3,125,3.0,7,20.8,42,beginner
9,0,4,menstruation,hiit,38,8,153,8.7,43,6.6,42,beginner
9,1,21,luteal,running,49,4,134,4.7,30,3.3,42,beginner
9,2,14,ovulation,yoga,55,7,135,5.9,45,2.2,42,beginner
9,1,9,follicular,cycling,50,7,141,6.8,45,9.5,42,beginner
9,0,18,luteal,walking,32,4,129,4.5,22,14.4,42,beginner
9,2,8,follicular,strength,55,6,137,5.6,36,21.5,42,beginner
9,0,27,luteal,running,38,7,150,7.7,32,12.8,42,beginner
9,0,22,luteal,hiit,47,7,152,8.1,49,15.4,42,beginner
9,1,19,luteal,walking,43,6,150,7.0,40,14.0,42,beginner
9,1,7,follicular,cycling,43,3,116,3.7,10,18.0,42,beginner
9,1,26,luteal,hiit,26,3,127,4.0,14,11.6,42,beginner
9,1,23,luteal,yoga,29,6,146,6.7,24,6.4,42,beginner
9,2,17,luteal,cycling,40,6,149,6.9,33,15.2,42,beginner
9,1,12,follicular,yoga,50,5,137,5.3,35,22.5,42,beginner
10,0,4,menstruation,walking,15,7,146,7.6,17,12.9,40,intermediate
10,0,20,luteal,yoga,30,7,148,7.9,30,3.1,40,intermediate
10,1,5,menstruation,running,69,3,122,4.4,28,21.6,40,intermediate
10,1,14,ovulation,strength,32,4,116,3.7,21,13.6,40,intermediate
10,1,19,luteal,walking,61,5,135,5.9,37,5.8,40,intermediate
10,1,7,follicular,hiit,31,4,114,3.8,11,6.8,40,intermediate
10,1,21,luteal,hiit,31,7,152,8.6,34,12.0,40,intermediate
10,1,20,luteal,walking,66,4,130,3.9,39,9.1,40,intermediate
10,1,25,luteal,strength,38,7,142,7.4,35,21.7,40,intermediate
10,1,23,luteal,running,46,5,142,5.9,31,3.0,40,intermediate
10,1,16,ovulation,walking,40,6,129,5.4,27,2.2,40,intermediate
10,2,11,follicular,cycling,33,3,112,2.3,7,32.5,40,intermediate
10,0,15,ovulation,yoga,21,6,128,5.2,12,17.1,40,intermediate
10,0,7,follicular,running,25,4,124,3.4,11,7.0,40,intermediate
10,1,11,follicular,running,34,6,125,6.1,18,16.1,40,intermediate
10,0,22,luteal,running,54,6,142,6.3,44,17.5,40,intermediate
10,2,13,follicular,hiit,53,3,113,1.8,24,31.6,40,intermediate
10,2,20,luteal,strength,40,6,136,7.2,31,17.9,40,intermediate
10,2,23,luteal,running,37,6,135,7.3,29,14.5,40,intermediate
10,0,3,menstruation,running,24,4,125,5.9,16,16.8,40,intermediate
11,2,17,luteal,walking,58,6,145,6.4,51,12.3,26,advanced
11,1,15,ovulation,strength,65,3,113,3.1,28,14.7,26,advanced
11,2,24,luteal,strength,66,7,151,7.6,59,23.7,26,advanced
11,2,11,follicular,strength,57,7,135,7.0,47,1.9,26,advanced
11,1,27,luteal,walking,64,7,156,6.9,58,15.4,26,advanced
11,0,23,luteal,running,62,6,144,7.0,48,21.8,26,advanced
11,1,2,menstruation,strength,68,4,127,5.5,43,6.9,26,advanced
11,1,24,luteal,walking,44,7,150,8.1,45,18.4,26,advanced
11,1,12,follicular,strength,37,5,120,5.2,19,23.4,26,advanced
11,2,12,follicular,hiit,45,7,133,6.6,26,17.9,26,advanced
11,0,3,menstruation,walking,60,5,133,5.8,52,11.2,26,advanced
11,1,3,menstruation,running,53,6,134,7.4,45,24.2,26,advanced
11,0,10,follicular,hiit,35,5,125,4.9,18,1.3,26,advanced
11,0,21,luteal,hiit,57,4,123,4.6,22,24.9,26,advanced
11,1,19,luteal,hiit,44,6,143,7.5,40,1.4,26,advanced
11,1,14,ovulation,cycling,15,5,129,4.6,6,3.8,26,advanced
11,1,1,menstruation,hiit,22,4,130,4.8,7,23.5,26,advanced
11,2,15,ovulation,hiit,30,6,137,6.7,22,6.5,26,advanced
11,2,14,ovulation,walking,33,3,117,2.5,15,15.4,26,advanced
11,1,20,luteal,strength,35,8,154,8.6,39,19.9,26,advanced
12,0,18,luteal,running,38,7,166,7.4,37,10.4,26,intermediate
12,0,20,luteal,walking,56,7,158,7.3,54,11.0,26,intermediate
12,1,17,luteal,hiit,21,6,155,6.5,21,13.2,26,intermediate
12,1,20,luteal,hiit,51,7,166,8.0,52,14.8,26,intermediate
12,0,13,follicular,cycling,52,8,158,6.5,54,13.9,26,intermediate
12,0,9,follicular,running,15,7,147,6.9,6,12.9,26,intermediate
12,2,18,luteal,running,47,6,147,5.7,40,20.5,26,intermediate
12,0,24,luteal,cycling,62,3,136,3.4,24,24.3,26,intermediate
12,0,15,ovulation,cycling,44,3,129,2.4,9,27.2,26,intermediate
12,0,8,follicular,running,33,5,135,5.6,25,2.4,26,intermediate
12,2,10,follicular,walking,29,5,129,5.7,22,5.9,26,intermediate
12,1,4,menstruation,running,43,6,148,6.9,29,16.6,26,intermediate
12,2,5,menstruation,yoga,43,4,138,5.3,21,19.4,26,intermediate
12,1,1,menstruation,yoga,57,5,139,5.8,36,17.7,26,intermediate
12,2,2,menstruation,running,29,6,146,7.2,16,1.3,26,intermediate
12,2,14,ovulation,cycling,49,4,129,3.2,17,16.7,26,intermediate
12,0,22,luteal,yoga,34,6,155,6.5,30,6.2,26,intermediate
12,2,17,luteal,yoga,27,4,144,4.8,15,34.7,26,intermediate
12,1,26,luteal,running,36,7,161,7.8,36,18.9,26,intermediate
12,1,11,follicular,walking,54,6,144,5.9,48,5.3,26,intermediate
13,2,1,menstruation,hiit,41,5,142,5.3,29,9.5,24,intermediate
13,1,10,follicular,strength,39,6,142,5.7,30,17.4,24,intermediate
13,1,14,ovulation,strength,30,3,123,2.9,7,23.3,24,intermediate
13,0,28,luteal,strength,35,3,130,3.8,23,14.3,24,intermediate
13,2,22,luteal,hiit,36,8,177,9.5,41,25.3,24,intermediate
13,2,25,luteal,walking,51,3,125,3.7,20,9.2,24,intermediate
13,1,17,luteal,running,46,3,133,4.3,14,11.9,24,intermediate
13,1,2,menstruation,running,50,6,150,7.4,42,11.9,24,intermediate
13,2,4,menstruation,strength,56,4,135,5.1,37,20.6,24,intermediate
13,2,9,follicular,yoga,44,5,131,4.5,21,12.9,24,intermediate
13,0,15,ovulation,cycling,31,4,126,4.1,16,13.6,24,intermediate
13,0,5,menstruation,walking,48,8,163,9.0,55,10.7,24,intermediate
13,2,6,follicular,walking,33,6,147,5.5,21,24.3,24,intermediate
13,1,20,luteal,yoga,46,6,144,7.1,37,23.1,24,intermediate
13,2,26,luteal,hiit,43,8,162,9.3,44,7.0,24,intermediate
13,2,15,ovulation,cycling,34,7,148,5.9,33,3.3,24,intermediate
13,2,10,follicular,running,44,7,147,6.4,41,1.7,24,intermediate
13,0,24,luteal,strength,53,4,140,4.6,27,27.1,24,intermediate
13,1,4,menstruation,strength,42,4,137,4.8,23,8.5,24,intermediate
13,1,28,luteal,yoga,45,6,155,6.6,36,0.6,24,intermediate
14,0,3,menstruation,hiit,15,5,127,5.8,10,11.2,36,advanced
14,1,22,luteal,walking,42,6,138,7.7,26,12.1,36,advanced
14,2,5,menstruation,running,48,7,140,7.4,44,1.1,36,advanced
14,1,6,follicular,running,41,6,118,6.0,32,22.0,36,advanced
14,2,20,luteal,running,48,8,145,8.2,57,9.0,36,advanced
14,1,11,follicular,running,51,6,131,5.5,40,20.1,36,advanced
14,0,7,follicular,strength,57,5,120,5.7,37,29.3,36,advanced
14,1,25,luteal,strength,37,4,124,4.5,18,18.8,36,advanced
14,1,21,luteal,yoga,53,3,122,2.7,26,5.8,36,advanced
14,2,21,luteal,strength,47,7,134,7.3,47,20.2,36,advanced
14,1,7,follicular,running,42,4,118,3.8,20,6.0,36,advanced
14,0,25,luteal,running,40,5,126,5.5,16,14.6,36,advanced
14,1,9,follicular,yoga,21,6,124,6.3,15,16.5,36,advanced
14,1,12,follicular,hiit,41,7,139,6.7,31,13.6,36,advanced
14,2,23,luteal,hiit,44,5,125,5.5,24,21.1,36,advanced
14,2,9,follicular,running,52,4,115,4.2,18,17.9,36,advanced
14,2,27,luteal,hiit,58,3,118,2.9,21,18.0,36,advanced
14,1,2,menstruation,strength,34,7,141,8.2,24,13.4,36,advanced
14,0,24,luteal,cycling,59,5,124,6.4,48,0.4,36,advanced
14,0,9,follicular,hiit,15,8,138,7.6,11,27.0,36,advanced
15,2,23,luteal,walking,34,7,157,8.0,38,19.8,33,beginner
15,1,3,menstruation,strength,42,7,161,7.8,41,23.8,33,beginner
15,1,9,follicular,walking,31,6,145,6.8,27,15.9,33,beginner
15,2,6,follicular,running,41,5,129,5.1,26,27.9,33,beginner
15,1,18,luteal,hiit,15,3,135,4.0,7,8.9,33,beginner
15,2,25,luteal,hiit,64,8,162,9.2,69,0.7,33,beginner
15,0,10,follicular,running,55,7,150,7.3,41,17.5,33,beginner
15,2,28,luteal,walking,45,4,140,4.2,25,5.0,33,beginner
15,0,21,luteal,yoga,71,4,142,4.0,36,22.0,33,beginner
15,1,21,luteal,hiit,55,3,128,4.2,20,19.6,33,beginner
15,0,26,luteal,cycling,51,7,158,7.7,56,6.6,33,beginner
15,1,6,follicular,hiit,19,6,150,5.8,12,8.3,33,beginner
15,2,12,follicular,strength,46,4,132,3.7,22,14.6,33,beginner
15,0,19,luteal,strength,49,4,142,4.1,28,8.7,33,beginner
15,2,14,ovulation,running,43,7,146,6.2,34,26.3,33,beginner
15,0,4,menstruation,yoga,33,8,165,8.5,39,8.1,33,beginner
15,2,2,menstruation,walking,46,6,152,7.3,41,22.1,33,beginner
15,1,16,ovulation,yoga,30,7,151,7.5,24,28.1,33,beginner
15,2,21,luteal,walking,30,4,145,4.7,16,24.1,33,beginner
15,2,9,follicular,cycling,48,5,136,4.9,25,8.1,33,beginner
16,0,8,follicular,strength,41,5,135,4.5,31,35.3,38,beginner
16,1,24,luteal,hiit,73,8,162,9.5,72,9.2,38,beginner
16,2,20,luteal,walking,34,4,136,4.4,21,12.7,38,beginner
16,1,16,ovulation,running,36,6,141,5.8,30,7.8,38,beginner
16,0,6,follicular,hiit,37,6,140,6.1,22,16.2,38,beginner
16,1,2,menstruation,walking,43,5,141,6.3,28,20.3,38,beginner
16,0,26,luteal,strength,42,3,133,4.5,14,14.4,38,beginner
16,1,28,luteal,running,50,5,131,6.3,29,27.3,38,beginner
16,2,25,luteal,walking,42,6,144,6.6,35,23.3,38,beginner
16,0,27,luteal,hiit,29,6,148,7.8,20,13.4,38,beginner
16,0,11,follicular,strength,33,3,117,2.3,13,11.2,38,beginner
16,0,28,luteal,strength,72,8,165,8.2,72,15.7,38,beginner
16,0,14,ovulation,walking,31,6,140,6.0,17,9.3,38,beginner
16,1,26,luteal,running,67,4,139,5.0,40,13.8,38,beginner
16,0,12,follicular,walking,63,5,135,4.0,35,18.4,38,beginner
16,1,6,follicular,cycling,48,4,126,4.4,19,31.1,38,beginner
16,1,22,luteal,cycling,24,7,163,7.5,27,15.8,38,beginner
16,0,10,follicular,cycling,55,8,150,8.3,58,23.1,38,beginner
16,0,3,menstruation,strength,48,7,152,7.8,52,12.3,38,beginner
16,1,15,ovulation,yoga,53,8,147,7.0,50,-0.4,38,beginner
17,1,13,follicular,running,50,4,134,4.1,16,8.8,23,beginner
17,2,23,luteal,strength,35,8,174,7.8,47,18.8,23,beginner
17,0,17,luteal,yoga,54,4,150,5.0,28,17.9,23,beginner
17,1,26,luteal,cycling,15,7,165,7.1,15,16.0,23,beginner
17,1,7,follicular,yoga,36,5,148,5.7,24,27.7,23,beginner
17,2,5,menstruation,yoga,55,4,140,5.6,38,30.2,23,beginner
17,2,14,ovulation,yoga,34,6,152,5.3,20,13.0,23,beginner
17,0,10,follicular,running,29,5,140,4.5,17,27.9,23,beginner
17,2,22,luteal,cycling,55,3,143,3.9,21,9.3,23,beginner
17,0,15,ovulation,strength,62,6,149,5.3,32,1.8,23,beginner
17,1,27,luteal,strength,42,6,167,7.6,38,11.0,23,beginner
17,2,10,follicular,hiit,47,7,152,5.6,39,26.7,23,beginner
17,2,17,luteal,hiit,59,8,176,8.9,68,33.2,23,beginner
17,0,19,luteal,yoga,72,3,139,3.1,25,3.3,23,beginner
17,1,9,follicular,walking,53,6,147,6.4,40,1.3,23,beginner
17,2,3,menstruation,running,54,3,132,4.0,24,6.6,23,beginner
17,1,24,luteal,running,26,4,153,4.8,9,16.6,23,beginner
17,1,2,menstruation,running,32,6,157,6.9,22,13.8,23,beginner
17,0,12,follicular,running,49,6,154,7.1,31,19.2,23,beginner
17,2,4,menstruation,cycling,56,7,163,8.4,61,10.4,23,beginner
18,0,24,luteal,hiit,36,3,127,4.2,10,5.7,43,beginner
18,0,13,follicular,walking,21,5,133,4.7,8,21.7,43,beginner
18,1,26,luteal,running,33,4,133,4.3,13,6.5,43,beginner
18,2,20,luteal,hiit,52,4,135,4.1,31,5.3,43,beginner
18,2,6,follicular,hiit,32,6,140,6.9,24,11.8,43,beginner
18,2,2,menstruation,cycling,39,5,135,6.4,30,16.8,43,beginner
18,0,21,luteal,yoga,54,4,132,3.6,37,24.4,43,beginner
18,0,7,follicular,strength,76,5,126,5.2,41,17.6,43,beginner
18,1,10,follicular,yoga,36,3,125,4.0,15,19.1,43,beginner
18,1,6,follicular,yoga,52,3,123,3.7,13,24.0,43,beginner
18,1,16,ovulation,walking,50,3,119,2.5,12,20.7,43,beginner
18,0,2,menstruation,walking,55,5,137,5.9,32,11.3,43,beginner
18,1,3,menstruation,walking,46,6,138,6.9,45,24.1,43,beginner
18,0,5,menstruation,walking,61,5,134,5.5,48,17.0,43,beginner
18,2,17,luteal,yoga,52,5,133,5.0,34,17.5,43,beginner
18,2,23,luteal,walking,45,6,144,7.0,39,20.0,43,beginner
18,0,17,luteal,strength,24,7,158,8.3,25,17.7,43,beginner
18,1,14,ovulation,running,42,5,135,3.8,28,19.5,43,beginner
18,2,26,luteal,hiit,42,5,137,5.0,37,4.5,43,beginner
18,1,11,follicular,walking,61,5,133,3.7,40,17.8,43,beginner
19,0,19,luteal,yoga,15,5,139,5.9,8,13.1,27,intermediate
19,1,21,luteal,yoga,67,4,139,5.0,35,33.5,27,intermediate
19,1,11,follicular,running,43,4,137,4.1,31,13.3,27,intermediate
19,1,17,luteal,walking,55,4,142,4.9,37,11.5,27,intermediate
